any;municipi;concepte;sexe;estat;valor
2022;Terrassa;proporció sobre la població (%);dones;;50,79
2022;Terrassa;proporció sobre la població (%);total;;100,00
2022;Terrassa;proporció de població de 0 a 15 anys (%);homes;;18,16
2022;Terrassa;proporció de població de 0 a 15 anys (%);dones;;16,38
2022;Terrassa;proporció de població de 0 a 15 anys (%);total;;17,26
2022;Terrassa;proporció de població de 16 a 64 anys (%);homes;;66,93
2022;Terrassa;proporció de població de 16 a 64 anys (%);dones;;63,92
2022;Terrassa;proporció de població de 16 a 64 anys (%);total;;65,40
2022;Terrassa;proporció de població de 65 anys o més (%);homes;;14,91
2022;Terrassa;proporció de població de 65 anys o més (%);dones;;19,70
2022;Terrassa;proporció de població de 65 anys o més (%);total;;17,34
2022;Terrassa;edat mitjana;homes;;40,63
2022;Terrassa;edat mitjana;dones;;43,30
2022;Terrassa;edat mitjana;total;;41,99
2022;Terrassa;edat mediana;homes;;42,0
2022;Terrassa;edat mediana;dones;;44,0
2022;Terrassa;edat mediana;total;;43,0
2022;Tiana;proporció sobre la població (%);homes;;48,30
2022;Tiana;proporció sobre la població (%);dones;;51,70
2022;Tiana;proporció sobre la població (%);total;;100,00
2022;Tiana;proporció de població de 0 a 15 anys (%);homes;;17,96
2022;Tiana;proporció de població de 0 a 15 anys (%);dones;;16,84
2022;Tiana;proporció de població de 0 a 15 anys (%);total;;17,38
2022;Tiana;proporció de població de 16 a 64 anys (%);homes;;65,72
2022;Tiana;proporció de població de 16 a 64 anys (%);dones;;64,50
2022;Tiana;proporció de població de 16 a 64 anys (%);total;;65,09
2022;Tiana;proporció de població de 65 anys o més (%);homes;;16,32
2022;Tiana;proporció de població de 65 anys o més (%);dones;;18,66
2022;Tiana;proporció de població de 65 anys o més (%);total;;17,53
2022;Tiana;edat mitjana;homes;;41,41
2022;Tiana;edat mitjana;dones;;42,90
2022;Tiana;edat mitjana;total;;42,18
2022;Tiana;edat mediana;homes;;44,0
2022;Tiana;edat mediana;dones;;44,7
2022;Tiana;edat mediana;total;;44,4
2022;Tírvia;proporció sobre la població (%);homes;;46,56
2022;Tírvia;proporció sobre la població (%);dones;;53,44
2022;Tírvia;proporció sobre la població (%);total;;100,00
2022;Tírvia;proporció de població de 0 a 15 anys (%);homes;;8,20
2022;Tírvia;proporció de població de 0 a 15 anys (%);dones;;12,86
2022;Tírvia;proporció de població de 0 a 15 anys (%);total;;10,69
2022;Tírvia;proporció de població de 16 a 64 anys (%);homes;;68,85
2022;Tírvia;proporció de població de 16 a 64 anys (%);dones;;51,43
2022;Tírvia;proporció de població de 16 a 64 anys (%);total;;59,54
2022;Tírvia;proporció de població de 65 anys o més (%);homes;;22,95
2022;Tírvia;proporció de població de 65 anys o més (%);dones;;35,71
2022;Tírvia;proporció de població de 65 anys o més (%);total;;29,77
2022;Tírvia;edat mitjana;homes;;49,84
2022;Tírvia;edat mitjana;dones;;53,43
2022;Tírvia;edat mitjana;total;;51,76
2022;Tírvia;edat mediana;homes;;51,5
2022;Tírvia;edat mediana;dones;;56,0
2022;Tírvia;edat mediana;total;;53,5
2022;Tiurana;proporció sobre la població (%);homes;;43,66
2022;Tiurana;proporció sobre la població (%);dones;;56,34
2022;Tiurana;proporció sobre la població (%);total;;100,00
2022;Tiurana;proporció de població de 0 a 15 anys (%);homes;;9,68
2022;Tiurana;proporció de població de 0 a 15 anys (%);dones;;10,00
2022;Tiurana;proporció de població de 0 a 15 anys (%);total;;9,86
2022;Tiurana;proporció de població de 16 a 64 anys (%);homes;;58,06
2022;Tiurana;proporció de població de 16 a 64 anys (%);dones;;60,00
2022;Tiurana;proporció de població de 16 a 64 anys (%);total;;59,15
2022;Tiurana;proporció de població de 65 anys o més (%);homes;;32,26
2022;Tiurana;proporció de població de 65 anys o més (%);dones;;30,00
2022;Tiurana;proporció de població de 65 anys o més (%);total;;30,99
2022;Tiurana;edat mitjana;homes;;52,80
2022;Tiurana;edat mitjana;dones;;50,34
2022;Tiurana;edat mitjana;total;;51,42
2022;Tiurana;edat mediana;homes;;57,5
2022;Tiurana;edat mediana;dones;;52,5
2022;Tiurana;edat mediana;total;;54,3
2022;Tivenys;proporció sobre la població (%);homes;;50,86
2022;Tivenys;proporció sobre la població (%);dones;;49,14
2022;Tivenys;proporció sobre la població (%);total;;100,00
2022;Tivenys;proporció de població de 0 a 15 anys (%);homes;;8,69
2022;Tivenys;proporció de població de 0 a 15 anys (%);dones;;13,16
2022;Tivenys;proporció de població de 0 a 15 anys (%);total;;10,88
2022;Tivenys;proporció de població de 16 a 64 anys (%);homes;;66,31
2022;Tivenys;proporció de població de 16 a 64 anys (%);dones;;54,17
2022;Tivenys;proporció de població de 16 a 64 anys (%);total;;60,34
2022;Tivenys;proporció de població de 65 anys o més (%);homes;;25,00
2022;Tivenys;proporció de població de 65 anys o més (%);dones;;32,68
2022;Tivenys;proporció de població de 65 anys o més (%);total;;28,77
2022;Tivenys;edat mitjana;homes;;48,14
2022;Tivenys;edat mitjana;dones;;50,12
2022;Tivenys;edat mitjana;total;;49,11
2022;Tivenys;edat mediana;homes;;49,1
2022;Tivenys;edat mediana;dones;;53,3
2022;Tivenys;edat mediana;total;;50,6
2022;Tivissa;proporció sobre la població (%);homes;;50,73
2022;Tivissa;proporció sobre la població (%);dones;;49,27
2022;Tivissa;proporció sobre la població (%);total;;100,00
2022;Tivissa;proporció de població de 0 a 15 anys (%);homes;;12,77
2022;Tivissa;proporció de població de 0 a 15 anys (%);dones;;11,91
2022;Tivissa;proporció de població de 0 a 15 anys (%);total;;12,35
2022;Tivissa;proporció de població de 16 a 64 anys (%);homes;;63,37
2022;Tivissa;proporció de població de 16 a 64 anys (%);dones;;59,18
2022;Tivissa;proporció de població de 16 a 64 anys (%);total;;61,31
2022;Tivissa;proporció de població de 65 anys o més (%);homes;;23,86
2022;Tivissa;proporció de població de 65 anys o més (%);dones;;28,91
2022;Tivissa;proporció de població de 65 anys o més (%);total;;26,34
2022;Tivissa;edat mitjana;homes;;47,15
2022;Tivissa;edat mitjana;dones;;49,12
2022;Tivissa;edat mitjana;total;;48,12
2022;Tivissa;edat mediana;homes;;48,1
2022;Tivissa;edat mediana;dones;;49,4
2022;Tivissa;edat mediana;total;;48,7
2022;Tona;proporció sobre la població (%);homes;;49,49
2022;Tona;proporció sobre la població (%);dones;;50,51
2022;Tona;proporció sobre la població (%);total;;100,00
2022;Tona;proporció de població de 0 a 15 anys (%);homes;;16,51
2022;Tona;proporció de població de 0 a 15 anys (%);dones;;15,70
2022;Tona;proporció de població de 0 a 15 anys (%);total;;16,10
2022;Tona;proporció de població de 16 a 64 anys (%);homes;;66,55
2022;Tona;proporció de població de 16 a 64 anys (%);dones;;64,08
2022;Tona;proporció de població de 16 a 64 anys (%);total;;65,30
2022;Tona;proporció de població de 65 anys o més (%);homes;;16,94
2022;Tona;proporció de població de 65 anys o més (%);dones;;20,22
2022;Tona;proporció de població de 65 anys o més (%);total;;18,60
2022;Tona;edat mitjana;homes;;42,06
2022;Tona;edat mitjana;dones;;43,82
2022;Tona;edat mitjana;total;;42,95
2022;Tona;edat mediana;homes;;43,8
2022;Tona;edat mediana;dones;;44,7
2022;Tona;edat mediana;total;;44,3
2022;Torà;proporció sobre la població (%);homes;;50,12
2022;Torà;proporció sobre la població (%);dones;;49,88
2022;Torà;proporció sobre la població (%);total;;100,00
2022;Torà;proporció de població de 0 a 15 anys (%);homes;;14,06
2022;Torà;proporció de població de 0 a 15 anys (%);dones;;12,06
2022;Torà;proporció de població de 0 a 15 anys (%);total;;13,06
2022;Torà;proporció de població de 16 a 64 anys (%);homes;;65,09
2022;Torà;proporció de població de 16 a 64 anys (%);dones;;61,43
2022;Torà;proporció de població de 16 a 64 anys (%);total;;63,26
2022;Torà;proporció de població de 65 anys o més (%);homes;;20,85
2022;Torà;proporció de població de 65 anys o més (%);dones;;26,51
2022;Torà;proporció de població de 65 anys o més (%);total;;23,67
2022;Torà;edat mitjana;homes;;45,32
2022;Torà;edat mitjana;dones;;47,77
2022;Torà;edat mitjana;total;;46,54
2022;Torà;edat mediana;homes;;46,3
2022;Torà;edat mediana;dones;;48,3
2022;Torà;edat mediana;total;;46,9
2022;Tordera;proporció sobre la població (%);homes;;50,71
2022;Tordera;proporció sobre la població (%);dones;;49,29
2022;Tordera;proporció sobre la població (%);total;;100,00
2022;Tordera;proporció de població de 0 a 15 anys (%);homes;;17,89
2022;Tordera;proporció de població de 0 a 15 anys (%);dones;;16,67
2022;Tordera;proporció de població de 0 a 15 anys (%);total;;17,29
2022;Tordera;proporció de població de 16 a 64 anys (%);homes;;66,12
2022;Tordera;proporció de població de 16 a 64 anys (%);dones;;64,29
2022;Tordera;proporció de població de 16 a 64 anys (%);total;;65,22
2022;Tordera;proporció de població de 65 anys o més (%);homes;;15,99
2022;Tordera;proporció de població de 65 anys o més (%);dones;;19,04
2022;Tordera;proporció de població de 65 anys o més (%);total;;17,49
2022;Tordera;edat mitjana;homes;;41,10
2022;Tordera;edat mitjana;dones;;43,10
2022;Tordera;edat mitjana;total;;42,09
2022;Tordera;edat mediana;homes;;42,5
2022;Tordera;edat mediana;dones;;44,1
2022;Tordera;edat mediana;total;;43,3
2022;Torelló;proporció sobre la població (%);homes;;49,98
2022;Torelló;proporció sobre la població (%);dones;;50,02
2022;Torelló;proporció sobre la població (%);total;;100,00
2022;Torelló;proporció de població de 0 a 15 anys (%);homes;;16,40
2022;Torelló;proporció de població de 0 a 15 anys (%);dones;;16,05
2022;Torelló;proporció de població de 0 a 15 anys (%);total;;16,23
2022;Torelló;proporció de població de 16 a 64 anys (%);homes;;66,04
2022;Torelló;proporció de població de 16 a 64 anys (%);dones;;61,67
2022;Torelló;proporció de població de 16 a 64 anys (%);total;;63,85
2022;Torelló;proporció de població de 65 anys o més (%);homes;;17,56
2022;Torelló;proporció de població de 65 anys o més (%);dones;;22,28
2022;Torelló;proporció de població de 65 anys o més (%);total;;19,92
2022;Torelló;edat mitjana;homes;;42,21
2022;Torelló;edat mitjana;dones;;44,65
2022;Torelló;edat mitjana;total;;43,43
2022;Torelló;edat mediana;homes;;43,4
2022;Torelló;edat mediana;dones;;45,4
2022;Torelló;edat mediana;total;;44,3
2022;Torms, els;proporció sobre la població (%);homes;;52,35
2022;Torms, els;proporció sobre la població (%);dones;;47,65
2022;Torms, els;proporció sobre la població (%);total;;100,00
2022;Torms, els;proporció de població de 0 a 15 anys (%);homes;;10,26
2022;Torms, els;proporció de població de 0 a 15 anys (%);dones;;8,45
2022;Torms, els;proporció de població de 0 a 15 anys (%);total;;9,40
2022;Torms, els;proporció de població de 16 a 64 anys (%);homes;;56,41
2022;Torms, els;proporció de població de 16 a 64 anys (%);dones;;56,34
2022;Torms, els;proporció de població de 16 a 64 anys (%);total;;56,38
2022;Torms, els;proporció de població de 65 anys o més (%);homes;;33,33
2022;Torms, els;proporció de població de 65 anys o més (%);dones;;35,21
2022;Torms, els;proporció de població de 65 anys o més (%);total;;34,23
2022;Torms, els;edat mitjana;homes;;49,97
2022;Torms, els;edat mitjana;dones;;54,32
2022;Torms, els;edat mitjana;total;;52,04
2022;Torms, els;edat mediana;homes;;55,0
2022;Torms, els;edat mediana;dones;;57,2
2022;Torms, els;edat mediana;total;;56,1
2022;Tornabous;proporció sobre la població (%);homes;;53,86
2022;Tornabous;proporció sobre la població (%);dones;;46,14
2022;Tornabous;proporció sobre la població (%);total;;100,00
2022;Tornabous;proporció de població de 0 a 15 anys (%);homes;;15,45
2022;Tornabous;proporció de població de 0 a 15 anys (%);dones;;15,21
2022;Tornabous;proporció de població de 0 a 15 anys (%);total;;15,34
2022;Tornabous;proporció de població de 16 a 64 anys (%);homes;;64,02
2022;Tornabous;proporció de població de 16 a 64 anys (%);dones;;57,22
2022;Tornabous;proporció de població de 16 a 64 anys (%);total;;60,88
2022;Tornabous;proporció de població de 65 anys o més (%);homes;;20,53
2022;Tornabous;proporció de població de 65 anys o més (%);dones;;27,58
2022;Tornabous;proporció de població de 65 anys o més (%);total;;23,78
2022;Tornabous;edat mitjana;homes;;44,24
2022;Tornabous;edat mitjana;dones;;47,69
2022;Tornabous;edat mitjana;total;;45,83
2022;Tornabous;edat mediana;homes;;45,3
2022;Tornabous;edat mediana;dones;;49,0
2022;Tornabous;edat mediana;total;;46,6
2022;Torre de Cabdella, la;proporció sobre la població (%);homes;;51,17
2022;Torre de Cabdella, la;proporció sobre la població (%);dones;;48,83
2022;Torre de Cabdella, la;proporció sobre la població (%);total;;100,00
2022;Torre de Cabdella, la;proporció de població de 0 a 15 anys (%);homes;;9,18
2022;Torre de Cabdella, la;proporció de població de 0 a 15 anys (%);dones;;8,02
2022;Torre de Cabdella, la;proporció de població de 0 a 15 anys (%);total;;8,62
2022;Torre de Cabdella, la;proporció de població de 16 a 64 anys (%);homes;;63,27
2022;Torre de Cabdella, la;proporció de població de 16 a 64 anys (%);dones;;55,61
2022;Torre de Cabdella, la;proporció de població de 16 a 64 anys (%);total;;59,53
2022;Torre de Cabdella, la;proporció de població de 65 anys o més (%);homes;;27,55
2022;Torre de Cabdella, la;proporció de població de 65 anys o més (%);dones;;36,36
2022;Torre de Cabdella, la;proporció de població de 65 anys o més (%);total;;31,85
2022;Torre de Cabdella, la;edat mitjana;homes;;50,22
2022;Torre de Cabdella, la;edat mitjana;dones;;54,46
2022;Torre de Cabdella, la;edat mitjana;total;;52,29
2022;Torre de Cabdella, la;edat mediana;homes;;51,5
2022;Torre de Cabdella, la;edat mediana;dones;;58,3
2022;Torre de Cabdella, la;edat mediana;total;;54,7
2022;Torre de Claramunt, la;proporció sobre la població (%);homes;;51,91
2022;Torre de Claramunt, la;proporció sobre la població (%);dones;;48,09
2022;Torre de Claramunt, la;proporció sobre la població (%);total;;100,00
2022;Torre de Claramunt, la;proporció de població de 0 a 15 anys (%);homes;;16,04
2022;Torre de Claramunt, la;proporció de població de 0 a 15 anys (%);dones;;15,53
2022;Torre de Claramunt, la;proporció de població de 0 a 15 anys (%);total;;15,80
2022;Torre de Claramunt, la;proporció de població de 16 a 64 anys (%);homes;;68,94
2022;Torre de Claramunt, la;proporció de població de 16 a 64 anys (%);dones;;66,53
2022;Torre de Claramunt, la;proporció de població de 16 a 64 anys (%);total;;67,78
2022;Torre de Claramunt, la;proporció de població de 65 anys o més (%);homes;;15,02
2022;Torre de Claramunt, la;proporció de població de 65 anys o més (%);dones;;17,94
2022;Torre de Claramunt, la;proporció de població de 65 anys o més (%);total;;16,43
2022;Torre de Claramunt, la;edat mitjana;homes;;41,90
2022;Torre de Claramunt, la;edat mitjana;dones;;43,25
2022;Torre de Claramunt, la;edat mitjana;total;;42,55
2022;Torre de Claramunt, la;edat mediana;homes;;44,6
2022;Torre de Claramunt, la;edat mediana;dones;;45,1
2022;Torre de Claramunt, la;edat mediana;total;;44,9
2022;Torre de Fontaubella, la;proporció sobre la població (%);homes;;53,66
2022;Torre de Fontaubella, la;proporció sobre la població (%);dones;;46,34
2022;Torre de Fontaubella, la;proporció sobre la població (%);total;;100,00
2022;Torre de Fontaubella, la;proporció de població de 0 a 15 anys (%);homes;;16,67
2022;Torre de Fontaubella, la;proporció de població de 0 a 15 anys (%);dones;;10,53
2022;Torre de Fontaubella, la;proporció de població de 0 a 15 anys (%);total;;13,82
2022;Torre de Fontaubella, la;proporció de població de 16 a 64 anys (%);homes;;53,03
2022;Torre de Fontaubella, la;proporció de població de 16 a 64 anys (%);dones;;56,14
2022;Torre de Fontaubella, la;proporció de població de 16 a 64 anys (%);total;;54,47
2022;Torre de Fontaubella, la;proporció de població de 65 anys o més (%);homes;;30,30
2022;Torre de Fontaubella, la;proporció de població de 65 anys o més (%);dones;;33,33
2022;Torre de Fontaubella, la;proporció de població de 65 anys o més (%);total;;31,71
2022;Torre de Fontaubella, la;edat mitjana;homes;;50,12
2022;Torre de Fontaubella, la;edat mitjana;dones;;53,33
2022;Torre de Fontaubella, la;edat mitjana;total;;51,61
2022;Torre de Fontaubella, la;edat mediana;homes;;51,5
2022;Torre de Fontaubella, la;edat mediana;dones;;54,5
2022;Torre de Fontaubella, la;edat mediana;total;;53,2
2022;Torre de l'Espanyol, la;proporció sobre la població (%);homes;;51,89
2022;Torre de l'Espanyol, la;proporció sobre la població (%);dones;;48,11
2022;Torre de l'Espanyol, la;proporció sobre la població (%);total;;100,00
2022;Torre de l'Espanyol, la;proporció de població de 0 a 15 anys (%);homes;;11,11
2022;Torre de l'Espanyol, la;proporció de població de 0 a 15 anys (%);dones;;14,04
2022;Torre de l'Espanyol, la;proporció de població de 0 a 15 anys (%);total;;12,52
2022;Torre de l'Espanyol, la;proporció de població de 16 a 64 anys (%);homes;;63,17
2022;Torre de l'Espanyol, la;proporció de població de 16 a 64 anys (%);dones;;58,56
2022;Torre de l'Espanyol, la;proporció de població de 16 a 64 anys (%);total;;60,96
2022;Torre de l'Espanyol, la;proporció de població de 65 anys o més (%);homes;;25,71
2022;Torre de l'Espanyol, la;proporció de població de 65 anys o més (%);dones;;27,40
2022;Torre de l'Espanyol, la;proporció de població de 65 anys o més (%);total;;26,52
2022;Torre de l'Espanyol, la;edat mitjana;homes;;46,99
2022;Torre de l'Espanyol, la;edat mitjana;dones;;47,93
2022;Torre de l'Espanyol, la;edat mitjana;total;;47,44
2022;Torre de l'Espanyol, la;edat mediana;homes;;47,8
2022;Torre de l'Espanyol, la;edat mediana;dones;;51,3
2022;Torre de l'Espanyol, la;edat mediana;total;;49,8
2022;Torrebesses;proporció sobre la població (%);homes;;56,00
2022;Torrebesses;proporció sobre la població (%);dones;;44,00
2022;Torrebesses;proporció sobre la població (%);total;;100,00
2022;Torrebesses;proporció de població de 0 a 15 anys (%);homes;;8,33
2022;Torrebesses;proporció de població de 0 a 15 anys (%);dones;;13,64
2022;Torrebesses;proporció de població de 0 a 15 anys (%);total;;10,67
2022;Torrebesses;proporció de població de 16 a 64 anys (%);homes;;69,64
2022;Torrebesses;proporció de població de 16 a 64 anys (%);dones;;52,27
2022;Torrebesses;proporció de població de 16 a 64 anys (%);total;;62,00
2022;Torrebesses;proporció de població de 65 anys o més (%);homes;;22,02
2022;Torrebesses;proporció de població de 65 anys o més (%);dones;;34,09
2022;Torrebesses;proporció de població de 65 anys o més (%);total;;27,33
2022;Torrebesses;edat mitjana;homes;;46,36
2022;Torrebesses;edat mitjana;dones;;50,83
2022;Torrebesses;edat mitjana;total;;48,33
2022;Torrebesses;edat mediana;homes;;45,0
2022;Torrebesses;edat mediana;dones;;53,5
2022;Torrebesses;edat mediana;total;;48,3
2022;Torredembarra;proporció sobre la població (%);homes;;48,95
2022;Torredembarra;proporció sobre la població (%);dones;;51,05
2022;Torredembarra;proporció sobre la població (%);total;;100,00
2022;Torredembarra;proporció de població de 0 a 15 anys (%);homes;;15,86
2022;Torredembarra;proporció de població de 0 a 15 anys (%);dones;;15,06
2022;Torredembarra;proporció de població de 0 a 15 anys (%);total;;15,45
2022;Torredembarra;proporció de població de 16 a 64 anys (%);homes;;65,14
2022;Torredembarra;proporció de població de 16 a 64 anys (%);dones;;63,05
2022;Torredembarra;proporció de població de 16 a 64 anys (%);total;;64,08
2022;Torredembarra;proporció de població de 65 anys o més (%);homes;;19,00
2022;Torredembarra;proporció de població de 65 anys o més (%);dones;;21,89
2022;Torredembarra;proporció de població de 65 anys o més (%);total;;20,47
2022;Torredembarra;edat mitjana;homes;;43,01
2022;Torredembarra;edat mitjana;dones;;44,93
2022;Torredembarra;edat mitjana;total;;43,99
2022;Torredembarra;edat mediana;homes;;44,2
2022;Torredembarra;edat mediana;dones;;46,1
2022;Torredembarra;edat mediana;total;;45,1
2022;Torrefarrera;proporció sobre la població (%);homes;;50,49
2022;Torrefarrera;proporció sobre la població (%);dones;;49,51
2022;Torrefarrera;proporció sobre la població (%);total;;100,00
2022;Torrefarrera;proporció de població de 0 a 15 anys (%);homes;;19,42
2022;Torrefarrera;proporció de població de 0 a 15 anys (%);dones;;19,59
2022;Torrefarrera;proporció de població de 0 a 15 anys (%);total;;19,50
2022;Torrefarrera;proporció de població de 16 a 64 anys (%);homes;;69,15
2022;Torrefarrera;proporció de població de 16 a 64 anys (%);dones;;65,61
2022;Torrefarrera;proporció de població de 16 a 64 anys (%);total;;67,39
2022;Torrefarrera;proporció de població de 65 anys o més (%);homes;;11,43
2022;Torrefarrera;proporció de població de 65 anys o més (%);dones;;14,80
2022;Torrefarrera;proporció de població de 65 anys o més (%);total;;13,10
2022;Torrefarrera;edat mitjana;homes;;39,10
2022;Torrefarrera;edat mitjana;dones;;40,54
2022;Torrefarrera;edat mitjana;total;;39,81
2022;Torrefarrera;edat mediana;homes;;41,7
2022;Torrefarrera;edat mediana;dones;;42,5
2022;Torrefarrera;edat mediana;total;;42,1
2022;Torrefeta i Florejacs;proporció sobre la població (%);homes;;54,91
2022;Torrefeta i Florejacs;proporció sobre la població (%);dones;;45,09
2022;Torrefeta i Florejacs;proporció sobre la població (%);total;;100,00
2022;Torrefeta i Florejacs;proporció de població de 0 a 15 anys (%);homes;;12,02
2022;Torrefeta i Florejacs;proporció de població de 0 a 15 anys (%);dones;;11,07
2022;Torrefeta i Florejacs;proporció de població de 0 a 15 anys (%);total;;11,59
2022;Torrefeta i Florejacs;proporció de població de 16 a 64 anys (%);homes;;64,52
2022;Torrefeta i Florejacs;proporció de població de 16 a 64 anys (%);dones;;57,50
2022;Torrefeta i Florejacs;proporció de població de 16 a 64 anys (%);total;;61,35
2022;Torrefeta i Florejacs;proporció de població de 65 anys o més (%);homes;;23,46
2022;Torrefeta i Florejacs;proporció de població de 65 anys o més (%);dones;;31,43
2022;Torrefeta i Florejacs;proporció de població de 65 anys o més (%);total;;27,05
2022;Torrefeta i Florejacs;edat mitjana;homes;;47,31
2022;Torrefeta i Florejacs;edat mitjana;dones;;48,90
2022;Torrefeta i Florejacs;edat mitjana;total;;48,03
2022;Torrefeta i Florejacs;edat mediana;homes;;48,4
2022;Torrefeta i Florejacs;edat mediana;dones;;49,2
2022;Torrefeta i Florejacs;edat mediana;total;;48,8
2022;Torregrossa;proporció sobre la població (%);homes;;52,04
2022;Torregrossa;proporció sobre la població (%);dones;;47,96
2022;Torregrossa;proporció sobre la població (%);total;;100,00
2022;Torregrossa;proporció de població de 0 a 15 anys (%);homes;;14,51
2022;Torregrossa;proporció de població de 0 a 15 anys (%);dones;;14,98
2022;Torregrossa;proporció de població de 0 a 15 anys (%);total;;14,74
2022;Torregrossa;proporció de població de 16 a 64 anys (%);homes;;64,38
2022;Torregrossa;proporció de població de 16 a 64 anys (%);dones;;57,06
2022;Torregrossa;proporció de població de 16 a 64 anys (%);total;;60,87
2022;Torregrossa;proporció de població de 65 anys o més (%);homes;;21,11
2022;Torregrossa;proporció de població de 65 anys o més (%);dones;;27,96
2022;Torregrossa;proporció de població de 65 anys o més (%);total;;24,39
2022;Torregrossa;edat mitjana;homes;;44,68
2022;Torregrossa;edat mitjana;dones;;47,23
2022;Torregrossa;edat mitjana;total;;45,90
2022;Torregrossa;edat mediana;homes;;45,5
2022;Torregrossa;edat mediana;dones;;48,0
2022;Torregrossa;edat mediana;total;;46,4
2022;Torrelameu;proporció sobre la població (%);homes;;60,75
2022;Torrelameu;proporció sobre la població (%);dones;;39,25
2022;Torrelameu;proporció sobre la població (%);total;;100,00
2022;Torrelameu;proporció de població de 0 a 15 anys (%);homes;;9,94
2022;Torrelameu;proporció de població de 0 a 15 anys (%);dones;;15,38
2022;Torrelameu;proporció de població de 0 a 15 anys (%);total;;12,08
2022;Torrelameu;proporció de població de 16 a 64 anys (%);homes;;74,12
2022;Torrelameu;proporció de població de 16 a 64 anys (%);dones;;57,37
2022;Torrelameu;proporció de població de 16 a 64 anys (%);total;;67,55
2022;Torrelameu;proporció de població de 65 anys o més (%);homes;;15,94
2022;Torrelameu;proporció de població de 65 anys o més (%);dones;;27,24
2022;Torrelameu;proporció de població de 65 anys o més (%);total;;20,38
2022;Torrelameu;edat mitjana;homes;;43,52
2022;Torrelameu;edat mitjana;dones;;47,05
2022;Torrelameu;edat mitjana;total;;44,91
2022;Torrelameu;edat mediana;homes;;42,9
2022;Torrelameu;edat mediana;dones;;48,7
2022;Torrelameu;edat mediana;total;;44,7
2022;Torrelavit;proporció sobre la població (%);homes;;51,27
2022;Torrelavit;proporció sobre la població (%);dones;;48,73
2022;Torrelavit;proporció sobre la població (%);total;;100,00
2022;Torrelavit;proporció de població de 0 a 15 anys (%);homes;;17,65
2022;Torrelavit;proporció de població de 0 a 15 anys (%);dones;;16,74
2022;Torrelavit;proporció de població de 0 a 15 anys (%);total;;17,20
2022;Torrelavit;proporció de població de 16 a 64 anys (%);homes;;64,04
2022;Torrelavit;proporció de població de 16 a 64 anys (%);dones;;62,03
2022;Torrelavit;proporció de població de 16 a 64 anys (%);total;;63,06
2022;Torrelavit;proporció de població de 65 anys o més (%);homes;;18,32
2022;Torrelavit;proporció de població de 65 anys o més (%);dones;;21,24
2022;Torrelavit;proporció de població de 65 anys o més (%);total;;19,74
2022;Torrelavit;edat mitjana;homes;;42,66
2022;Torrelavit;edat mitjana;dones;;43,80
2022;Torrelavit;edat mitjana;total;;43,21
2022;Torrelavit;edat mediana;homes;;44,4
2022;Torrelavit;edat mediana;dones;;43,8
2022;Torrelavit;edat mediana;total;;44,2
2022;Torrelles de Foix;proporció sobre la població (%);homes;;53,16
2022;Torrelles de Foix;proporció sobre la població (%);dones;;46,84
2022;Torrelles de Foix;proporció sobre la població (%);total;;100,00
2022;Torrelles de Foix;proporció de població de 0 a 15 anys (%);homes;;15,93
2022;Torrelles de Foix;proporció de població de 0 a 15 anys (%);dones;;16,23
2022;Torrelles de Foix;proporció de població de 0 a 15 anys (%);total;;16,07
2022;Torrelles de Foix;proporció de població de 16 a 64 anys (%);homes;;67,04
2022;Torrelles de Foix;proporció de població de 16 a 64 anys (%);dones;;64,69
2022;Torrelles de Foix;proporció de població de 16 a 64 anys (%);total;;65,93
2022;Torrelles de Foix;proporció de població de 65 anys o més (%);homes;;17,04
2022;Torrelles de Foix;proporció de població de 65 anys o més (%);dones;;19,08
2022;Torrelles de Foix;proporció de població de 65 anys o més (%);total;;17,99
2022;Torrelles de Foix;edat mitjana;homes;;42,41
2022;Torrelles de Foix;edat mitjana;dones;;43,13
2022;Torrelles de Foix;edat mitjana;total;;42,75
2022;Torrelles de Foix;edat mediana;homes;;43,7
2022;Torrelles de Foix;edat mediana;dones;;45,1
2022;Torrelles de Foix;edat mediana;total;;44,2
2022;Torrelles de Llobregat;proporció sobre la població (%);homes;;49,76
2022;Torrelles de Llobregat;proporció sobre la població (%);dones;;50,24
2022;Torrelles de Llobregat;proporció sobre la població (%);total;;100,00
2022;Torrelles de Llobregat;proporció de població de 0 a 15 anys (%);homes;;17,98
2022;Torrelles de Llobregat;proporció de població de 0 a 15 anys (%);dones;;18,16
2022;Torrelles de Llobregat;proporció de població de 0 a 15 anys (%);total;;18,07
2022;Torrelles de Llobregat;proporció de població de 16 a 64 anys (%);homes;;69,34
2022;Torrelles de Llobregat;proporció de població de 16 a 64 anys (%);dones;;67,19
2022;Torrelles de Llobregat;proporció de població de 16 a 64 anys (%);total;;68,26
2022;Torrelles de Llobregat;proporció de població de 65 anys o més (%);homes;;12,69
2022;Torrelles de Llobregat;proporció de població de 65 anys o més (%);dones;;14,65
2022;Torrelles de Llobregat;proporció de població de 65 anys o més (%);total;;13,67
2022;Torrelles de Llobregat;edat mitjana;homes;;40,59
2022;Torrelles de Llobregat;edat mitjana;dones;;41,49
2022;Torrelles de Llobregat;edat mitjana;total;;41,04
2022;Torrelles de Llobregat;edat mediana;homes;;43,8
2022;Torrelles de Llobregat;edat mediana;dones;;43,9
2022;Torrelles de Llobregat;edat mediana;total;;43,9
