any;municipi;concepte;estat;valor
2019;Matadepera;renda mitjana per persona (€);;19510
2019;Mataró;població ocupada (%);;64,5
2019;Mataró;treballadors de baixa qualificació (%);;13,9
2019;Mataró;població amb estudis baixos (%);;17,5
2019;Mataró;població jove sense estudis postobligatoris (%);;33,6
2019;Mataró;estrangers de països de renda baixa o mitjana (%);;14,8
2019;Mataró;renda mitjana per persona (€);;12150
2019;Medinyà;població ocupada (%);..;null
2019;Medinyà;treballadors de baixa qualificació (%);..;null
2019;Medinyà;població amb estudis baixos (%);..;null
2019;Medinyà;població jove sense estudis postobligatoris (%);..;null
2019;Medinyà;estrangers de països de renda baixa o mitjana (%);..;null
2019;Medinyà;renda mitjana per persona (€);..;null
2019;Mediona;població ocupada (%);;62,2
2019;Mediona;treballadors de baixa qualificació (%);;11,8
2019;Mediona;població amb estudis baixos (%);;17,6
2019;Mediona;població jove sense estudis postobligatoris (%);;36,5
2019;Mediona;estrangers de països de renda baixa o mitjana (%);;6,0
2019;Mediona;renda mitjana per persona (€);;12387
2019;Menàrguens;població ocupada (%);;69,6
2019;Menàrguens;treballadors de baixa qualificació (%);..;null
2019;Menàrguens;població amb estudis baixos (%);;21,0
2019;Menàrguens;població jove sense estudis postobligatoris (%);..;null
2019;Menàrguens;estrangers de països de renda baixa o mitjana (%);;16,0
2019;Menàrguens;renda mitjana per persona (€);;12097
2019;Meranges;població ocupada (%);;67,1
2019;Meranges;treballadors de baixa qualificació (%);..;null
2019;Meranges;població amb estudis baixos (%);;8,0
2019;Meranges;població jove sense estudis postobligatoris (%);..;null
2019;Meranges;estrangers de països de renda baixa o mitjana (%);;6,7
2019;Meranges;renda mitjana per persona (€);..;null
2019;Mieres;població ocupada (%);;68,8
2019;Mieres;treballadors de baixa qualificació (%);..;null
2019;Mieres;població amb estudis baixos (%);;8,7
2019;Mieres;població jove sense estudis postobligatoris (%);..;null
2019;Mieres;estrangers de països de renda baixa o mitjana (%);;1,3
2019;Mieres;renda mitjana per persona (€);;11893
2019;Milà, el;població ocupada (%);;70,3
2019;Milà, el;treballadors de baixa qualificació (%);..;null
2019;Milà, el;població amb estudis baixos (%);;10,3
2019;Milà, el;població jove sense estudis postobligatoris (%);..;null
2019;Milà, el;estrangers de països de renda baixa o mitjana (%);;1,1
2019;Milà, el;renda mitjana per persona (€);;12296
2019;Miralcamp;població ocupada (%);;70,1
2019;Miralcamp;treballadors de baixa qualificació (%);;20,2
2019;Miralcamp;població amb estudis baixos (%);;13,8
2019;Miralcamp;població jove sense estudis postobligatoris (%);;36,4
2019;Miralcamp;estrangers de països de renda baixa o mitjana (%);;7,5
2019;Miralcamp;renda mitjana per persona (€);;11700
2019;Miravet;població ocupada (%);;66,1
2019;Miravet;treballadors de baixa qualificació (%);..;null
2019;Miravet;població amb estudis baixos (%);;10,1
2019;Miravet;població jove sense estudis postobligatoris (%);..;null
2019;Miravet;estrangers de països de renda baixa o mitjana (%);;8,7
2019;Miravet;renda mitjana per persona (€);;10916
2019;Moià;població ocupada (%);;70,2
2019;Moià;treballadors de baixa qualificació (%);;17,0
2019;Moià;població amb estudis baixos (%);;12,4
2019;Moià;població jove sense estudis postobligatoris (%);;32,9
2019;Moià;estrangers de països de renda baixa o mitjana (%);;10,8
2019;Moià;renda mitjana per persona (€);;13060
2019;Molar, el;població ocupada (%);;63,3
2019;Molar, el;treballadors de baixa qualificació (%);..;null
2019;Molar, el;població amb estudis baixos (%);;11,3
2019;Molar, el;població jove sense estudis postobligatoris (%);..;null
2019;Molar, el;estrangers de països de renda baixa o mitjana (%);;14,5
2019;Molar, el;renda mitjana per persona (€);;13292
2019;Molins de Rei;població ocupada (%);;72,7
2019;Molins de Rei;treballadors de baixa qualificació (%);;7,8
2019;Molins de Rei;població amb estudis baixos (%);;10,7
2019;Molins de Rei;població jove sense estudis postobligatoris (%);;17,1
2019;Molins de Rei;estrangers de països de renda baixa o mitjana (%);;4,7
2019;Molins de Rei;renda mitjana per persona (€);;15976
2019;Mollerussa;població ocupada (%);;68,4
2019;Mollerussa;treballadors de baixa qualificació (%);;23,2
2019;Mollerussa;població amb estudis baixos (%);;16,8
2019;Mollerussa;població jove sense estudis postobligatoris (%);;44,9
2019;Mollerussa;estrangers de països de renda baixa o mitjana (%);;25,3
2019;Mollerussa;renda mitjana per persona (€);;11785
2019;Mollet de Peralada;població ocupada (%);;63,7
2019;Mollet de Peralada;treballadors de baixa qualificació (%);..;null
2019;Mollet de Peralada;població amb estudis baixos (%);;17,6
2019;Mollet de Peralada;població jove sense estudis postobligatoris (%);..;null
2019;Mollet de Peralada;estrangers de països de renda baixa o mitjana (%);;4,2
2019;Mollet de Peralada;renda mitjana per persona (€);;12638
2019;Mollet del Vallès;població ocupada (%);;67,7
2019;Mollet del Vallès;treballadors de baixa qualificació (%);;15,6
2019;Mollet del Vallès;població amb estudis baixos (%);;18,2
2019;Mollet del Vallès;població jove sense estudis postobligatoris (%);;36,3
2019;Mollet del Vallès;estrangers de països de renda baixa o mitjana (%);;10,2
2019;Mollet del Vallès;renda mitjana per persona (€);;13064
2019;Molló;població ocupada (%);;73,3
2019;Molló;treballadors de baixa qualificació (%);..;null
2019;Molló;població amb estudis baixos (%);;13,4
2019;Molló;població jove sense estudis postobligatoris (%);..;null
2019;Molló;estrangers de països de renda baixa o mitjana (%);;3,9
2019;Molló;renda mitjana per persona (€);;13813
2019;Molsosa, la;població ocupada (%);;80,5
2019;Molsosa, la;treballadors de baixa qualificació (%);..;null
2019;Molsosa, la;població amb estudis baixos (%);;10,6
2019;Molsosa, la;població jove sense estudis postobligatoris (%);..;null
2019;Molsosa, la;estrangers de països de renda baixa o mitjana (%);;1,9
2019;Molsosa, la;renda mitjana per persona (€);;14048
2019;Monistrol de Calders;població ocupada (%);;64,9
2019;Monistrol de Calders;treballadors de baixa qualificació (%);..;null
2019;Monistrol de Calders;població amb estudis baixos (%);;16,6
2019;Monistrol de Calders;població jove sense estudis postobligatoris (%);..;null
2019;Monistrol de Calders;estrangers de països de renda baixa o mitjana (%);;1,0
2019;Monistrol de Calders;renda mitjana per persona (€);;12344
2019;Monistrol de Montserrat;població ocupada (%);;65,8
2019;Monistrol de Montserrat;treballadors de baixa qualificació (%);;13,4
2019;Monistrol de Montserrat;població amb estudis baixos (%);;12,4
2019;Monistrol de Montserrat;població jove sense estudis postobligatoris (%);;31,0
2019;Monistrol de Montserrat;estrangers de països de renda baixa o mitjana (%);;9,7
2019;Monistrol de Montserrat;renda mitjana per persona (€);;12858
2019;Montagut i Oix;població ocupada (%);;74,3
2019;Montagut i Oix;treballadors de baixa qualificació (%);..;null
2019;Montagut i Oix;població amb estudis baixos (%);;16,7
2019;Montagut i Oix;població jove sense estudis postobligatoris (%);..;null
2019;Montagut i Oix;estrangers de països de renda baixa o mitjana (%);;2,9
2019;Montagut i Oix;renda mitjana per persona (€);;13261
2019;Montblanc;població ocupada (%);;71,6
2019;Montblanc;treballadors de baixa qualificació (%);;14,4
2019;Montblanc;població amb estudis baixos (%);;17,2
2019;Montblanc;població jove sense estudis postobligatoris (%);;28,8
2019;Montblanc;estrangers de països de renda baixa o mitjana (%);;13,0
2019;Montblanc;renda mitjana per persona (€);;13678
2019;Montbrió del Camp;població ocupada (%);;70,0
2019;Montbrió del Camp;treballadors de baixa qualificació (%);;10,8
2019;Montbrió del Camp;població amb estudis baixos (%);;8,3
2019;Montbrió del Camp;població jove sense estudis postobligatoris (%);;33,7
2019;Montbrió del Camp;estrangers de països de renda baixa o mitjana (%);;8,1
2019;Montbrió del Camp;renda mitjana per persona (€);;12754
2019;Montcada i Reixac;població ocupada (%);;67,5
2019;Montcada i Reixac;treballadors de baixa qualificació (%);;13,9
2019;Montcada i Reixac;població amb estudis baixos (%);;17,0
2019;Montcada i Reixac;població jove sense estudis postobligatoris (%);;34,3
2019;Montcada i Reixac;estrangers de països de renda baixa o mitjana (%);;11,3
2019;Montcada i Reixac;renda mitjana per persona (€);;12684
2019;Montclar;població ocupada (%);;80,7
2019;Montclar;treballadors de baixa qualificació (%);..;null
2019;Montclar;població amb estudis baixos (%);;13,2
2019;Montclar;població jove sense estudis postobligatoris (%);..;null
2019;Montclar;estrangers de països de renda baixa o mitjana (%);;0,7
2019;Montclar;renda mitjana per persona (€);;11969
2019;Montellà i Martinet;població ocupada (%);;66,4
2019;Montellà i Martinet;treballadors de baixa qualificació (%);..;null
2019;Montellà i Martinet;població amb estudis baixos (%);;15,2
2019;Montellà i Martinet;població jove sense estudis postobligatoris (%);..;null
2019;Montellà i Martinet;estrangers de països de renda baixa o mitjana (%);;1,9
2019;Montellà i Martinet;renda mitjana per persona (€);;14399
2019;Montesquiu;població ocupada (%);;70,5
2019;Montesquiu;treballadors de baixa qualificació (%);..;null
2019;Montesquiu;població amb estudis baixos (%);;11,1
2019;Montesquiu;població jove sense estudis postobligatoris (%);..;null
2019;Montesquiu;estrangers de països de renda baixa o mitjana (%);;9,5
2019;Montesquiu;renda mitjana per persona (€);;12592
2019;Montferrer i Castellbò;població ocupada (%);;61,6
2019;Montferrer i Castellbò;treballadors de baixa qualificació (%);;13,1
2019;Montferrer i Castellbò;població amb estudis baixos (%);;13,0
2019;Montferrer i Castellbò;població jove sense estudis postobligatoris (%);;26,0
2019;Montferrer i Castellbò;estrangers de països de renda baixa o mitjana (%);;4,2
2019;Montferrer i Castellbò;renda mitjana per persona (€);;12102
2019;Montferri;població ocupada (%);;61,4
2019;Montferri;treballadors de baixa qualificació (%);..;null
2019;Montferri;població amb estudis baixos (%);;10,9
2019;Montferri;població jove sense estudis postobligatoris (%);..;null
2019;Montferri;estrangers de països de renda baixa o mitjana (%);;4,7
2019;Montferri;renda mitjana per persona (€);;11843
2019;Montgai;població ocupada (%);;75,7
2019;Montgai;treballadors de baixa qualificació (%);..;null
2019;Montgai;població amb estudis baixos (%);;20,5
2019;Montgai;població jove sense estudis postobligatoris (%);..;null
2019;Montgai;estrangers de països de renda baixa o mitjana (%);;1,6
2019;Montgai;renda mitjana per persona (€);;12984
2019;Montgat;població ocupada (%);;72,2
2019;Montgat;treballadors de baixa qualificació (%);;7,1
2019;Montgat;població amb estudis baixos (%);;10,0
2019;Montgat;població jove sense estudis postobligatoris (%);;17,6
2019;Montgat;estrangers de països de renda baixa o mitjana (%);;5,2
2019;Montgat;renda mitjana per persona (€);;15218
2019;Montmajor;població ocupada (%);;75,3
2019;Montmajor;treballadors de baixa qualificació (%);..;null
2019;Montmajor;població amb estudis baixos (%);;7,7
2019;Montmajor;població jove sense estudis postobligatoris (%);..;null
2019;Montmajor;estrangers de països de renda baixa o mitjana (%);;5,6
2019;Montmajor;renda mitjana per persona (€);;13246
2019;Montmaneu;població ocupada (%);;71,3
2019;Montmaneu;treballadors de baixa qualificació (%);..;null
2019;Montmaneu;població amb estudis baixos (%);;14,0
2019;Montmaneu;població jove sense estudis postobligatoris (%);..;null
2019;Montmaneu;estrangers de països de renda baixa o mitjana (%);;4,7
2019;Montmaneu;renda mitjana per persona (€);;17907
2019;Montmell, el;població ocupada (%);;53,6
2019;Montmell, el;treballadors de baixa qualificació (%);;20,0
2019;Montmell, el;població amb estudis baixos (%);;14,3
2019;Montmell, el;població jove sense estudis postobligatoris (%);;48,6
2019;Montmell, el;estrangers de països de renda baixa o mitjana (%);;3,8
2019;Montmell, el;renda mitjana per persona (€);;10683
2019;Montmeló;població ocupada (%);;69,9
2019;Montmeló;treballadors de baixa qualificació (%);;13,6
2019;Montmeló;població amb estudis baixos (%);;18,6
2019;Montmeló;població jove sense estudis postobligatoris (%);;26,4
2019;Montmeló;estrangers de països de renda baixa o mitjana (%);;6,2
2019;Montmeló;renda mitjana per persona (€);;13631
2019;Montoliu de Lleida;població ocupada (%);;70,2
2019;Montoliu de Lleida;treballadors de baixa qualificació (%);..;null
2019;Montoliu de Lleida;població amb estudis baixos (%);;10,8
2019;Montoliu de Lleida;població jove sense estudis postobligatoris (%);..;null
2019;Montoliu de Lleida;estrangers de països de renda baixa o mitjana (%);;10,8
2019;Montoliu de Lleida;renda mitjana per persona (€);;12052
2019;Montoliu de Segarra;població ocupada (%);;74,2
2019;Montoliu de Segarra;treballadors de baixa qualificació (%);..;null
2019;Montoliu de Segarra;població amb estudis baixos (%);;15,8
2019;Montoliu de Segarra;població jove sense estudis postobligatoris (%);..;null
2019;Montoliu de Segarra;estrangers de països de renda baixa o mitjana (%);;1,1
2019;Montoliu de Segarra;renda mitjana per persona (€);;13367
2019;Montornès de Segarra;població ocupada (%);;72,4
2019;Montornès de Segarra;treballadors de baixa qualificació (%);..;null
2019;Montornès de Segarra;població amb estudis baixos (%);;20,7
2019;Montornès de Segarra;població jove sense estudis postobligatoris (%);..;null
2019;Montornès de Segarra;estrangers de països de renda baixa o mitjana (%);;0,0
2019;Montornès de Segarra;renda mitjana per persona (€);..;null
2019;Montornès del Vallès;població ocupada (%);;68,6
2019;Montornès del Vallès;treballadors de baixa qualificació (%);;16,3
2019;Montornès del Vallès;població amb estudis baixos (%);;18,0
2019;Montornès del Vallès;població jove sense estudis postobligatoris (%);;37,0
2019;Montornès del Vallès;estrangers de països de renda baixa o mitjana (%);;9,4
2019;Montornès del Vallès;renda mitjana per persona (€);;12808
2019;Mont-ral;població ocupada (%);;56,5
2019;Mont-ral;treballadors de baixa qualificació (%);..;null
2019;Mont-ral;població amb estudis baixos (%);;5,6
2019;Mont-ral;població jove sense estudis postobligatoris (%);..;null
2019;Mont-ral;estrangers de països de renda baixa o mitjana (%);;7,4
2019;Mont-ral;renda mitjana per persona (€);;11885
2019;Mont-ras;població ocupada (%);;66,4
2019;Mont-ras;treballadors de baixa qualificació (%);;14,3
2019;Mont-ras;població amb estudis baixos (%);;8,6
2019;Mont-ras;població jove sense estudis postobligatoris (%);;32,1
2019;Mont-ras;estrangers de països de renda baixa o mitjana (%);;5,8
2019;Mont-ras;renda mitjana per persona (€);;13343
2019;Mont-roig del Camp;població ocupada (%);;57,5
2019;Mont-roig del Camp;treballadors de baixa qualificació (%);;16,7
2019;Mont-roig del Camp;població amb estudis baixos (%);;12,9
2019;Mont-roig del Camp;població jove sense estudis postobligatoris (%);;42,1
2019;Mont-roig del Camp;estrangers de països de renda baixa o mitjana (%);;17,1
2019;Mont-roig del Camp;renda mitjana per persona (€);;11400
2019;Montseny;població ocupada (%);;75,1
2019;Montseny;treballadors de baixa qualificació (%);..;null
2019;Montseny;població amb estudis baixos (%);;17,0
2019;Montseny;població jove sense estudis postobligatoris (%);..;null
2019;Montseny;estrangers de països de renda baixa o mitjana (%);;2,3
2019;Montseny;renda mitjana per persona (€);;14791
2019;Móra d'Ebre;població ocupada (%);;61,8
2019;Móra d'Ebre;treballadors de baixa qualificació (%);;14,4
2019;Móra d'Ebre;població amb estudis baixos (%);;18,5
2019;Móra d'Ebre;població jove sense estudis postobligatoris (%);;37,7
2019;Móra d'Ebre;estrangers de països de renda baixa o mitjana (%);;16,0
2019;Móra d'Ebre;renda mitjana per persona (€);;12301
2019;Móra la Nova;població ocupada (%);;60,5
2019;Móra la Nova;treballadors de baixa qualificació (%);;15,1
2019;Móra la Nova;població amb estudis baixos (%);;16,5
2019;Móra la Nova;població jove sense estudis postobligatoris (%);;33,0
2019;Móra la Nova;estrangers de països de renda baixa o mitjana (%);;16,2
2019;Móra la Nova;renda mitjana per persona (€);;11640
2019;Morell, el;població ocupada (%);;68,1
2019;Morell, el;treballadors de baixa qualificació (%);;12,9
2019;Morell, el;població amb estudis baixos (%);;10,5
2019;Morell, el;població jove sense estudis postobligatoris (%);;31,7
2019;Morell, el;estrangers de països de renda baixa o mitjana (%);;11,0
2019;Morell, el;renda mitjana per persona (€);;13157
2019;Morera de Montsant, la;població ocupada (%);;67,3
2019;Morera de Montsant, la;treballadors de baixa qualificació (%);..;null
2019;Morera de Montsant, la;població amb estudis baixos (%);;12,1
2019;Morera de Montsant, la;població jove sense estudis postobligatoris (%);..;null
2019;Morera de Montsant, la;estrangers de països de renda baixa o mitjana (%);;24,3
2019;Morera de Montsant, la;renda mitjana per persona (€);;10018
2019;Muntanyola;població ocupada (%);;74,3
2019;Muntanyola;treballadors de baixa qualificació (%);..;null
2019;Muntanyola;població amb estudis baixos (%);;8,7
2019;Muntanyola;població jove sense estudis postobligatoris (%);..;null
2019;Muntanyola;estrangers de països de renda baixa o mitjana (%);;1,1
2019;Muntanyola;renda mitjana per persona (€);;14269
2019;Mura;població ocupada (%);;72,3
2019;Mura;treballadors de baixa qualificació (%);..;null
2019;Mura;població amb estudis baixos (%);;7,5
2019;Mura;població jove sense estudis postobligatoris (%);..;null
2019;Mura;estrangers de països de renda baixa o mitjana (%);;0,0
2019;Mura;renda mitjana per persona (€);;14342
2019;Nalec;població ocupada (%);;67,9
2019;Nalec;treballadors de baixa qualificació (%);..;null
2019;Nalec;població amb estudis baixos (%);;27,2
2019;Nalec;població jove sense estudis postobligatoris (%);..;null
2019;Nalec;estrangers de països de renda baixa o mitjana (%);;5,7
2019;Nalec;renda mitjana per persona (€);..;null
2019;Naut Aran;població ocupada (%);;67,9
2019;Naut Aran;treballadors de baixa qualificació (%);;7,5
2019;Naut Aran;població amb estudis baixos (%);;8,0
2019;Naut Aran;població jove sense estudis postobligatoris (%);;13,8
2019;Naut Aran;estrangers de països de renda baixa o mitjana (%);;5,2
2019;Naut Aran;renda mitjana per persona (€);;15788
2019;Navarcles;població ocupada (%);;71,7
2019;Navarcles;treballadors de baixa qualificació (%);;13,2
2019;Navarcles;població amb estudis baixos (%);;16,9
2019;Navarcles;població jove sense estudis postobligatoris (%);;32,3
2019;Navarcles;estrangers de països de renda baixa o mitjana (%);;4,5
2019;Navarcles;renda mitjana per persona (€);;14533
2019;Navàs;població ocupada (%);;68,1
2019;Navàs;treballadors de baixa qualificació (%);;15,1
2019;Navàs;població amb estudis baixos (%);;18,0
2019;Navàs;població jove sense estudis postobligatoris (%);;30,5
2019;Navàs;estrangers de països de renda baixa o mitjana (%);;7,7
2019;Navàs;renda mitjana per persona (€);;13421
2019;Navata;població ocupada (%);;73,6
2019;Navata;treballadors de baixa qualificació (%);;9,6
2019;Navata;població amb estudis baixos (%);;10,1
2019;Navata;població jove sense estudis postobligatoris (%);;18,5
2019;Navata;estrangers de països de renda baixa o mitjana (%);;4,5
2019;Navata;renda mitjana per persona (€);;14143
2019;Navès;població ocupada (%);;79,0
2019;Navès;treballadors de baixa qualificació (%);..;null
2019;Navès;població amb estudis baixos (%);;16,4
2019;Navès;població jove sense estudis postobligatoris (%);..;null
2019;Navès;estrangers de països de renda baixa o mitjana (%);;4,3
2019;Navès;renda mitjana per persona (€);;12043
2019;Nou de Berguedà, la;població ocupada (%);;62,8
2019;Nou de Berguedà, la;treballadors de baixa qualificació (%);..;null
2019;Nou de Berguedà, la;població amb estudis baixos (%);;13,0
2019;Nou de Berguedà, la;població jove sense estudis postobligatoris (%);..;null
2019;Nou de Berguedà, la;estrangers de països de renda baixa o mitjana (%);;0,0
2019;Nou de Berguedà, la;renda mitjana per persona (€);;13067
2019;Nou de Gaià, la;població ocupada (%);;65,4
2019;Nou de Gaià, la;treballadors de baixa qualificació (%);..;null
2019;Nou de Gaià, la;població amb estudis baixos (%);;8,4
2019;Nou de Gaià, la;població jove sense estudis postobligatoris (%);..;null
2019;Nou de Gaià, la;estrangers de països de renda baixa o mitjana (%);;6,6
2019;Nou de Gaià, la;renda mitjana per persona (€);;12021
2019;Nulles;població ocupada (%);;72,8
2019;Nulles;treballadors de baixa qualificació (%);..;null
2019;Nulles;població amb estudis baixos (%);;7,8
2019;Nulles;població jove sense estudis postobligatoris (%);..;null
2019;Nulles;estrangers de països de renda baixa o mitjana (%);;7,3
2019;Nulles;renda mitjana per persona (€);;12447
2019;Odèn;població ocupada (%);;84,4
2019;Odèn;treballadors de baixa qualificació (%);..;null
2019;Odèn;població amb estudis baixos (%);;21,2
2019;Odèn;població jove sense estudis postobligatoris (%);..;null
2019;Odèn;estrangers de països de renda baixa o mitjana (%);;0,8
2019;Odèn;renda mitjana per persona (€);;14668
2019;Òdena;població ocupada (%);;70,4
2019;Òdena;treballadors de baixa qualificació (%);;12,0
2019;Òdena;població amb estudis baixos (%);;14,6
2019;Òdena;població jove sense estudis postobligatoris (%);;29,5
2019;Òdena;estrangers de països de renda baixa o mitjana (%);;3,5
2019;Òdena;renda mitjana per persona (€);;12964
2019;Ogassa;població ocupada (%);;71,8
2019;Ogassa;treballadors de baixa qualificació (%);..;null
2019;Ogassa;població amb estudis baixos (%);;16,6
2019;Ogassa;població jove sense estudis postobligatoris (%);..;null
2019;Ogassa;estrangers de països de renda baixa o mitjana (%);;0,4
2019;Ogassa;renda mitjana per persona (€);;13800
2019;Olèrdola;població ocupada (%);;70,0
2019;Olèrdola;treballadors de baixa qualificació (%);;12,9
2019;Olèrdola;població amb estudis baixos (%);;12,2
2019;Olèrdola;població jove sense estudis postobligatoris (%);;29,1
2019;Olèrdola;estrangers de països de renda baixa o mitjana (%);;5,3
2019;Olèrdola;renda mitjana per persona (€);;13923
2019;Olesa de Bonesvalls;població ocupada (%);;69,8
2019;Olesa de Bonesvalls;treballadors de baixa qualificació (%);;9,4
2019;Olesa de Bonesvalls;població amb estudis baixos (%);;13,2
2019;Olesa de Bonesvalls;població jove sense estudis postobligatoris (%);;34,5
2019;Olesa de Bonesvalls;estrangers de països de renda baixa o mitjana (%);;4,0
2019;Olesa de Bonesvalls;renda mitjana per persona (€);;13851
2019;Olesa de Montserrat;població ocupada (%);;68,2
2019;Olesa de Montserrat;treballadors de baixa qualificació (%);;13,4
2019;Olesa de Montserrat;població amb estudis baixos (%);;15,5
2019;Olesa de Montserrat;població jove sense estudis postobligatoris (%);;32,7
2019;Olesa de Montserrat;estrangers de països de renda baixa o mitjana (%);;7,8
2019;Olesa de Montserrat;renda mitjana per persona (€);;13306
2019;Oliana;població ocupada (%);;70,1
2019;Oliana;treballadors de baixa qualificació (%);;13,1
2019;Oliana;població amb estudis baixos (%);;21,8
2019;Oliana;població jove sense estudis postobligatoris (%);;31,8
2019;Oliana;estrangers de països de renda baixa o mitjana (%);;12,9
2019;Oliana;renda mitjana per persona (€);;13227
2019;Oliola;població ocupada (%);;79,7
2019;Oliola;treballadors de baixa qualificació (%);..;null
2019;Oliola;població amb estudis baixos (%);;16,6
2019;Oliola;població jove sense estudis postobligatoris (%);..;null
2019;Oliola;estrangers de països de renda baixa o mitjana (%);;4,1
2019;Oliola;renda mitjana per persona (€);;15185
2019;Olius;població ocupada (%);;75,2
2019;Olius;treballadors de baixa qualificació (%);..;null
2019;Olius;població amb estudis baixos (%);;7,7
2019;Olius;població jove sense estudis postobligatoris (%);..;null
2019;Olius;estrangers de països de renda baixa o mitjana (%);;0,9
2019;Olius;renda mitjana per persona (€);;14292
2019;Olivella;població ocupada (%);;61,7
2019;Olivella;treballadors de baixa qualificació (%);;7,6
2019;Olivella;població amb estudis baixos (%);;7,5
2019;Olivella;població jove sense estudis postobligatoris (%);;31,5
2019;Olivella;estrangers de països de renda baixa o mitjana (%);;4,2
2019;Olivella;renda mitjana per persona (€);;12873
2019;Olost;població ocupada (%);;76,8
2019;Olost;treballadors de baixa qualificació (%);;13,8
2019;Olost;població amb estudis baixos (%);;17,5
2019;Olost;població jove sense estudis postobligatoris (%);;24,5
2019;Olost;estrangers de països de renda baixa o mitjana (%);;3,2
2019;Olost;renda mitjana per persona (€);;14679
2019;Olot;població ocupada (%);;68,7
2019;Olot;treballadors de baixa qualificació (%);;17,4
2019;Olot;població amb estudis baixos (%);;18,4
2019;Olot;població jove sense estudis postobligatoris (%);;40,1
2019;Olot;estrangers de països de renda baixa o mitjana (%);;19,0
2019;Olot;renda mitjana per persona (€);;13519
2019;Oluges, les;població ocupada (%);;75,0
2019;Oluges, les;treballadors de baixa qualificació (%);..;null
2019;Oluges, les;població amb estudis baixos (%);;19,6
2019;Oluges, les;població jove sense estudis postobligatoris (%);..;null
2019;Oluges, les;estrangers de països de renda baixa o mitjana (%);;3,0
2019;Oluges, les;renda mitjana per persona (€);;18368
2019;Olvan;població ocupada (%);;67,8
2019;Olvan;treballadors de baixa qualificació (%);..;null
2019;Olvan;població amb estudis baixos (%);;14,6
2019;Olvan;població jove sense estudis postobligatoris (%);..;null
2019;Olvan;estrangers de països de renda baixa o mitjana (%);;2,1
2019;Olvan;renda mitjana per persona (€);;13020
2019;Omellons, els;població ocupada (%);;74,1
2019;Omellons, els;treballadors de baixa qualificació (%);..;null
2019;Omellons, els;població amb estudis baixos (%);;19,7
2019;Omellons, els;població jove sense estudis postobligatoris (%);..;null
2019;Omellons, els;estrangers de països de renda baixa o mitjana (%);;0,5
2019;Omellons, els;renda mitjana per persona (€);;11994
2019;Omells de na Gaia, els;població ocupada (%);;71,9
2019;Omells de na Gaia, els;treballadors de baixa qualificació (%);..;null
2019;Omells de na Gaia, els;població amb estudis baixos (%);;21,8
2019;Omells de na Gaia, els;població jove sense estudis postobligatoris (%);..;null
2019;Omells de na Gaia, els;estrangers de països de renda baixa o mitjana (%);;1,5
2019;Omells de na Gaia, els;renda mitjana per persona (€);;12048
2019;Ordis;població ocupada (%);;72,4
2019;Ordis;treballadors de baixa qualificació (%);..;null
2019;Ordis;població amb estudis baixos (%);;11,9
2019;Ordis;població jove sense estudis postobligatoris (%);..;null
2019;Ordis;estrangers de països de renda baixa o mitjana (%);;3,5
2019;Ordis;renda mitjana per persona (€);;15535
2019;Organyà;població ocupada (%);;64,9
2019;Organyà;treballadors de baixa qualificació (%);..;null
2019;Organyà;població amb estudis baixos (%);;16,3
2019;Organyà;població jove sense estudis postobligatoris (%);..;null
2019;Organyà;estrangers de països de renda baixa o mitjana (%);;7,8
2019;Organyà;renda mitjana per persona (€);;13127
2019;Orís;població ocupada (%);;80,6
2019;Orís;treballadors de baixa qualificació (%);..;null
2019;Orís;població amb estudis baixos (%);;6,7
2019;Orís;població jove sense estudis postobligatoris (%);..;null
2019;Orís;estrangers de països de renda baixa o mitjana (%);;3,8
2019;Orís;renda mitjana per persona (€);;14605
2019;Oristà;població ocupada (%);;81,1
2019;Oristà;treballadors de baixa qualificació (%);..;null
2019;Oristà;població amb estudis baixos (%);;16,3
2019;Oristà;població jove sense estudis postobligatoris (%);..;null
2019;Oristà;estrangers de països de renda baixa o mitjana (%);;2,0
2019;Oristà;renda mitjana per persona (€);;14274
2019;Orpí;població ocupada (%);;71,2
2019;Orpí;treballadors de baixa qualificació (%);..;null
2019;Orpí;població amb estudis baixos (%);;12,2
2019;Orpí;població jove sense estudis postobligatoris (%);..;null
2019;Orpí;estrangers de països de renda baixa o mitjana (%);;0,7
2019;Orpí;renda mitjana per persona (€);;15098
2019;Òrrius;població ocupada (%);;75,8
2019;Òrrius;treballadors de baixa qualificació (%);..;null
2019;Òrrius;població amb estudis baixos (%);;5,7
2019;Òrrius;població jove sense estudis postobligatoris (%);..;null
2019;Òrrius;estrangers de països de renda baixa o mitjana (%);;1,9
2019;Òrrius;renda mitjana per persona (€);;15069
2019;Os de Balaguer;població ocupada (%);;77,1
2019;Os de Balaguer;treballadors de baixa qualificació (%);..;null
2019;Os de Balaguer;població amb estudis baixos (%);;17,0
2019;Os de Balaguer;població jove sense estudis postobligatoris (%);..;null
2019;Os de Balaguer;estrangers de països de renda baixa o mitjana (%);;2,5
2019;Os de Balaguer;renda mitjana per persona (€);;12839
2019;Osor;població ocupada (%);;68,9
2019;Osor;treballadors de baixa qualificació (%);..;null
2019;Osor;població amb estudis baixos (%);;16,3
2019;Osor;població jove sense estudis postobligatoris (%);..;null
2019;Osor;estrangers de països de renda baixa o mitjana (%);;3,3
2019;Osor;renda mitjana per persona (€);;13036
2019;Ossó de Sió;població ocupada (%);;71,7
2019;Ossó de Sió;treballadors de baixa qualificació (%);..;null
